name,website,phone,url,categories,distance,page_number,scrape_timestamp,address_street,address_city,address_region,address_postal_code
Carisma,,416-864-7373,https://www.yellowpages.ca/bus/Ontario/Toronto/Carisma/6842276.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,0.3,3,2025-07-07T21:12:37.092871,15 Toronto St,Toronto,ON,M5C 2E3
Yutaka Japanese Cuisine,,416-596-6877,https://www.yellowpages.ca/bus/Ontario/Toronto/Yutaka-Japanese-Cuisine/100879016.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,0.8,3,2025-07-07T21:12:37.092871,157 Dundas St W,Toronto,ON,M5B 1E4
Macchiato Espresso Bar,,647-350-3333,https://www.yellowpages.ca/bus/Ontario/East-York/Macchiato-Espresso-Bar/100669267.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,4.6,3,2025-07-07T21:12:37.092871,873 Pape Ave,East York,ON,M4K 3T9
The Greek Grill,,416-461-5200,https://www.yellowpages.ca/bus/Ontario/East-York/The-Greek-Grill/7937151.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,5.4,3,2025-07-07T21:12:37.092871,128 O'Connor Dr,East York,ON,M4J 2S4
Marigold India Bistro,,647-748-0220,https://www.yellowpages.ca/bus/Ontario/Toronto/Marigold-India-Bistro/100603743.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,5.9,3,2025-07-07T21:12:37.092871,552 Mount Pleasant Rd,Toronto,ON,M4S 2M6
Kasai Grill House,,647-348-1686,https://www.yellowpages.ca/bus/Ontario/Toronto/Kasai-Grill-House/101120736.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,3.0,3,2025-07-07T21:12:37.092871,650 College St,Toronto,ON,M6G 1B8
Thrive Organic Kitchen & Cafe - College,,416-792-7030,https://www.yellowpages.ca/bus/Ontario/Toronto/Thrive-Organic-Kitchen-Cafe-College/101518321.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,2.3,5,2025-07-07T21:13:30.833249,409 College St,Toronto,ON,M5T 1T1
Bairrada Churrasqueira Grill,,416-539-8239,https://www.yellowpages.ca/bus/Ontario/Toronto/Bairrada-Churrasqueira-Grill/8132949.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,4.0,5,2025-07-07T21:13:30.833249,1000 College St,Toronto,ON,M6H 1A7
Playa Cabana Hacienda,,647-352-6030,https://www.yellowpages.ca/bus/Ontario/Toronto/Playa-Cabana-Hacienda/8220674.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,3.4,5,2025-07-07T21:13:30.833249,14 Dupont St,Toronto,ON,M5R 1V2
Mezes,https://order.tbdine.com/mezes,416-778-5150,https://www.yellowpages.ca/bus/r/Ontario/Toronto/Mezes/2408830.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,3.9,5,2025-07-07T21:13:30.833249,456 Danforth Avenue,Toronto,ON,M4K 1P4
HOTHOUSE,,416-366-7800,https://www.yellowpages.ca/bus/Ontario/Toronto/HOTHOUSE/790405.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,0.5,5,2025-07-07T21:13:30.833249,35 Church St,Toronto,ON,M5E 1T3
Allen's,,416-463-3086,https://www.yellowpages.ca/bus/Ontario/Toronto/Allen-s/2084677.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,3.4,5,2025-07-07T21:13:30.833249,143 Danforth Ave,Toronto,ON,M4K 1N2
2426108 Ontario Limited,,647-352-4227,https://www.yellowpages.ca/bus/Ontario/Toronto/2426108-Ontario-Limited/100857907.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,2.5,5,2025-07-07T21:13:30.833249,859 Queen St W,Toronto,ON,M6J 1G4
Holy Chuck Burgers,,416-962-4285,https://www.yellowpages.ca/bus/Ontario/Toronto/Holy-Chuck-Burgers/100658667.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,4.3,5,2025-07-07T21:13:30.833249,1450 Yonge St,Toronto,ON,M4T 1Y7
Bairrada Churrasqueira Grill,,647-346-1560,https://www.yellowpages.ca/bus/Ontario/Toronto/Bairrada-Churrasqueira-Grill/8029081.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,4.4,5,2025-07-07T21:13:30.833249,1560 Dundas W,Toronto,ON,M6K 1T8
EDO-ko,,416-482-8973,https://www.yellowpages.ca/bus/Ontario/Toronto/EDO-ko/2246093.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,5.1,5,2025-07-07T21:13:30.833249,425 Spadina Rd,Toronto,ON,M5P 2W3
Pai,,416-901-4724,https://www.yellowpages.ca/bus/Ontario/Toronto/Pai/100337913.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,0.8,5,2025-07-07T21:13:30.833249,18 Duncan St,Toronto,ON,M5H 3G8
Rock 'n' Horse Saloon,,647-344-1234,https://www.yellowpages.ca/bus/Ontario/Toronto/Rock-n-Horse-Saloon/100419128.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,0.8,5,2025-07-07T21:13:30.833249,250 Adelaide St W,Toronto,ON,M5H 1X6
Mihito Sushi Laboratory,,416-929-8880,https://www.yellowpages.ca/bus/Ontario/Toronto/Mihito-Sushi-Laboratory/3828790.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,1.9,5,2025-07-07T21:13:30.833249,285 College St,Toronto,ON,M5T 1S2
Fab Concepts Inc,,416-769-9737,https://www.yellowpages.ca/bus/Ontario/Toronto/Fab-Concepts-Inc/7119477.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,3.3,5,2025-07-07T21:13:30.833249,165 East Liberty St,Toronto,ON,M6K 3K4
Burdock,,416-546-4033,https://www.yellowpages.ca/bus/Ontario/Toronto/Burdock/100697292.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,4.8,5,2025-07-07T21:13:30.833249,1184 Bloor St W,Toronto,ON,M6H 1N2
THE SAJ WRAPS,,437-529-3085,https://www.yellowpages.ca/bus/Ontario/Toronto/THE-SAJ-WRAPS/101750958.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,4.1,5,2025-07-07T21:13:30.833249,975 Bloor st W,Toronto,ON,M6H 1L7
Famous Pizza Town,,647-693-8393,https://www.yellowpages.ca/bus/Ontario/Scarborough/Famous-Pizza-Town/7161901.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,12.3,5,2025-07-07T21:13:30.833249,1947 Victoria Park Ave,Scarborough,ON,M1R 1V1
La Bamboche After Dark,,416-507-4052,https://www.yellowpages.ca/bus/Ontario/Toronto/La-Bamboche-After-Dark/104836299.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,3.2,5,2025-07-07T21:13:30.833249,892 Queen E,Toronto,ON,M4M 1J3
One King West Hotel & Residence,,416-548-8100,https://www.yellowpages.ca/bus/Ontario/Toronto/One-King-West-Hotel-Residence/6665454.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,0.2,5,2025-07-07T21:13:30.833249,1 King St W,Toronto,ON,M5H 1A1
Carole's Cheesecake Cafe Yorkv,,416-849-1499,https://www.yellowpages.ca/bus/Ontario/Toronto/Carole-s-Cheesecake-Cafe-Yorkv/7804482.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,2.4,5,2025-07-07T21:13:30.833249,114 Cumberland St,Toronto,ON,M5R 1A6
California Sandwiches,,416-603-3317,https://www.yellowpages.ca/bus/Ontario/Toronto/California-Sandwiches/277338.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,2.6,5,2025-07-07T21:13:30.849010,244 Claremont St,Toronto,ON,M6J 2N2
The Owl,,416-599-7275,https://www.yellowpages.ca/bus/Ontario/Toronto/The-Owl/6108719.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,1.5,5,2025-07-07T21:13:30.849010,280 Spadina Ave,Toronto,ON,M5T 3A5
Yamato Japanese Restaurant,,416-927-0077,https://www.yellowpages.ca/bus/Ontario/Toronto/Yamato-Japanese-Restaurant/1739417.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,2.4,5,2025-07-07T21:13:30.849010,18 Bellair St,Toronto,ON,M5R 2C7
Therosedale Golf,,416-485-9321,https://www.yellowpages.ca/bus/Ontario/Toronto/Therosedale-Golf/7170068.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,9.6,5,2025-07-07T21:13:30.849010,1901 Mount Pleasant Rd,Toronto,ON,M4N 2W3
Off The Hook,,416-465-4356,https://www.yellowpages.ca/bus/Ontario/Toronto/Off-The-Hook/7928689.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,3.4,5,2025-07-07T21:13:30.849010,749 Broadview,Toronto,ON,M4K 2P6
Barans Turkish Cuisine &,,416-750-4545,https://www.yellowpages.ca/bus/Ontario/Scarborough/Barans-Turkish-Cuisine/101671696.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.1,5,2025-07-07T21:13:30.852636,2043 Eglinton Ave E,Scarborough,ON,M1L 2M9
Cafe Diplomatico,,416-534-4637,https://www.yellowpages.ca/bus/r/Ontario/Toronto/Cafe-Diplomatico/101085093.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,2.8,5,2025-07-07T21:13:30.852636,594 College St,Toronto,ON,M6G 1B3
Biagio Ristorante,,416-366-4040,https://www.yellowpages.ca/bus/r/Ontario/Toronto/Biagio-Ristorante/3397979.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,0.6,5,2025-07-07T21:13:30.852636,155 King St E,Toronto,ON,M5C 1G9
Bangkok Garden Restaurant,,416-977-6748,https://www.yellowpages.ca/bus/r/Ontario/Toronto/Bangkok-Garden-Restaurant/4349289.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,0.9,5,2025-07-07T21:13:30.854750,18 Elm St,Toronto,ON,M5G 1G7
Playa Cabana,,416-929-3911,https://www.yellowpages.ca/bus/r/Ontario/Toronto/Playa-Cabana/100883491.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,3.4,5,2025-07-07T21:13:30.854750,111 Dupont St,Toronto,ON,M5R 1V4
Rasa Restaurant,,647-350-8221,https://www.yellowpages.ca/bus/Ontario/Toronto/Rasa-Restaurant/100560195.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,2.4,5,2025-07-07T21:13:30.856753,196 Robert St,Toronto,ON,M5S 2K7
Pie Bar,,647-341-7221,https://www.yellowpages.ca/bus/r/Ontario/Toronto/Pie-Bar/101727665.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,1.3,5,2025-07-07T21:13:30.856753,155-207 Queens Quay W,Toronto,ON,M5J 1A7
Thai House Cuisine,https://order.tbdine.com/thaihouse,416-686-8541,https://www.yellowpages.ca/bus/r/Ontario/Toronto/Thai-House-Cuisine/1567969.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,7.1,5,2025-07-07T21:13:30.856753,2213 Queen St E,Toronto,ON,M4E 1E8
Mr. Greek,,416-385-7744,https://www.yellowpages.ca/bus/Ontario/North-York/Mr-Greek/2421362.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,11.8,5,2025-07-07T21:13:30.856753,3-861 York Mills Rd,North York,ON,M3B 1Y2
La Prep,https://order.tbdine.com/la-prep,416-323-9700,https://www.yellowpages.ca/bus/r/Ontario/Toronto/La-Prep/7580755.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,2.3,5,2025-07-07T21:13:30.856753,2 Bloor Street East,Toronto,ON,M4W 1A8
Aaamazing Salad,,647-342-6888,https://www.yellowpages.ca/bus/Ontario/Toronto/Aaamazing-Salad/101190218.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,1.7,6,2025-07-07T21:13:44.108199,C-82 Adelaide St E,Toronto,ON,M5C 1K9
Rodney's Oyster House,,416-363-8105,https://www.yellowpages.ca/bus/Ontario/Toronto/Rodney-s-Oyster-House/1352870.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,1.5,6,2025-07-07T21:13:44.108199,469 King St W,Toronto,ON,M5V 1K4
NAMI Japanese Restaurant,,416-362-7373,https://www.yellowpages.ca/bus/Ontario/Toronto/NAMI-Japanese-Restaurant/2426081.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,0.3,6,2025-07-07T21:13:44.108199,55 Adelaide St E,Toronto,ON,M5C 1K6
Stratelly Pizza Grill & Wine,,416-669-3463,https://www.yellowpages.ca/bus/Ontario/East-York/Stratelly-Pizza-Grill-Wine/101305344.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.8,6,2025-07-07T21:13:44.108199,36 Northline Rd,East York,ON,M4B 3E2
Leela,https://order.tbdine.com/leela,416-769-7777,https://www.yellowpages.ca/bus/r/Ontario/Toronto/Leela/101530954.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,7.7,6,2025-07-07T21:13:44.108199,3108 Dundas St W,Toronto,ON,M6P 2A1
Donatello Restaurant,,416-595-5001,https://www.yellowpages.ca/bus/r/Ontario/Toronto/Donatello-Restaurant/518011.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,0.9,6,2025-07-07T21:13:44.123799,37 Elm St,Toronto,ON,M5G 1H1
2274452 Ontario Inc,,416-628-3586,https://www.yellowpages.ca/bus/r/Ontario/Toronto/2274452-Ontario-Inc/100693946.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,4.3,6,2025-07-07T21:13:44.123799,1320 Queen St W,Toronto,ON,M6K 1L4
Cafe Belong,,416-901-8234,https://www.yellowpages.ca/bus/r/Ontario/Toronto/Cafe-Belong/7734923.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,4.0,6,2025-07-07T21:13:44.123799,550 Bayview Ave,Toronto,ON,M4W 3X8
Pearl Diver,https://order.tbdine.com/pearl_diver,416-366-7827,https://www.yellowpages.ca/bus/r/Ontario/Toronto/Pearl-Diver/2553168.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,0.5,6,2025-07-07T21:13:44.123799,100 Adelaide St E,Toronto,ON,M5C 1K9
Miss Things,,416-516-8677,https://www.yellowpages.ca/bus/Ontario/Toronto/Miss-Things/3744159.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,4.3,6,2025-07-07T21:13:44.123799,"1279 Queen St W, Main",Toronto,ON,M6K 1L6
Clay Restaurant,,416-586-8086,https://www.yellowpages.ca/bus/r/Ontario/Toronto/Clay-Restaurant/101995953.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,2.2,6,2025-07-07T21:13:44.123799,"111 Queen's Pk, 3rd Floor",Toronto,ON,M5S 2C7
Vos Restaurante Argentino,,416-530-0847,https://www.yellowpages.ca/bus/r/Ontario/Toronto/Vos-Restaurante-Argentino/101596851.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,3.5,6,2025-07-07T21:13:44.123799,847 College St,Toronto,ON,M6H 1A1
Miss Thing's,,416-516-8677,https://www.yellowpages.ca/bus/r/Ontario/Toronto/Miss-Thing-s/101094429.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,4.3,6,2025-07-07T21:13:44.123799,1279 Queen St W,Toronto,ON,M6K 1L6
Edulis Restaurant Inc,,416-703-4222,https://www.yellowpages.ca/bus/r/Ontario/Toronto/Edulis-Restaurant-Inc/1130638.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,2.3,6,2025-07-07T21:13:44.123799,169 Niagara St,Toronto,ON,M5V 1C9
Brassaii,,416-598-4730,https://www.yellowpages.ca/bus/Ontario/Toronto/Brassaii/7577554.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,1.5,6,2025-07-07T21:13:44.123799,461 King W,Toronto,ON,M5V 1K4
City On The Avenue Restaurant,https://order.tbdine.com/karbouzi,416-483-3846,https://www.yellowpages.ca/bus/r/Ontario/North-York/City-On-The-Avenue-Restaurant/877391.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,10.1,6,2025-07-07T21:13:44.123799,2048 Avenue Rd,North York,ON,M5M 4A6
Dandylion,,647-464-9100,https://www.yellowpages.ca/bus/Ontario/Toronto/Dandylion/100874742.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,3.9,6,2025-07-07T21:13:44.123799,1198 Queen St W,Toronto,ON,M6J 1J6
Balsamico,,647-348-0337,https://www.yellowpages.ca/bus/Ontario/Toronto/Balsamico/7143202.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,5.9,6,2025-07-07T21:13:44.123799,2029 Yonge St,Toronto,ON,M4S 2A2
Pukka,https://order.tbdine.com/pukka,416-342-1906,https://www.yellowpages.ca/bus/r/Ontario/Toronto/Pukka/100389100.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,5.3,6,2025-07-07T21:13:44.123799,778 St Clair Ave W,Toronto,ON,M6C 1B6
Fourk,,647-227-7048,https://www.yellowpages.ca/bus/Ontario/Toronto/Fourk/101609210.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,3.0,6,2025-07-07T21:13:44.123799,647 College St,Toronto,ON,M6G 1B7
Norling Norling,,416-532-2877,https://www.yellowpages.ca/bus/Ontario/Toronto/Norling-Norling/7573205.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,4.9,6,2025-07-07T21:13:44.123799,1512 Queen St W,Toronto,ON,M6R 1A4
Zocalo,,416-551-0355,https://www.yellowpages.ca/bus/Ontario/Toronto/Zocalo/102120537.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,5.1,6,2025-07-07T21:13:44.123799,1285 Bloor St W,Toronto,ON,M6H 1N7
Safari Bar and Grill,https://order.tbdine.com/safari/safari,416-787-6584,https://www.yellowpages.ca/bus/r/Ontario/North-York/Safari-Bar-and-Grill/7219207.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,9.3,6,2025-07-07T21:13:44.123799,1749 Avenue Rd,North York,ON,M5M 3Y8
Aroma Fine Indian Cuisine,https://order.tbdine.com/aroma,416-971-7242,https://www.yellowpages.ca/bus/r/Ontario/Toronto/Aroma-Fine-Indian-Cuisine/106981.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,0.9,6,2025-07-07T21:13:44.140371,287 King St W,Toronto,ON,M5V 1J5
Soulas Modern Greek Cuisine,,416-778-0500,https://www.yellowpages.ca/bus/r/Ontario/Toronto/Soulas-Modern-Greek-Cuisine/102096823.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,4.0,6,2025-07-07T21:13:44.140371,500A Danforth Ave,Toronto,ON,M4K 1P6
Indian Street Food Co,https://order.tbdine.com/indian-street-food,416-322-3270,https://www.yellowpages.ca/bus/r/Ontario/East-York/Indian-Street-Food-Co/101305357.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,6.5,6,2025-07-07T21:13:44.140371,1701 Bayview Ave,East York,ON,M4G 3C1
Hendriks Restaurant & Bar,https://order.tbdine.com/hendriks-restaurant-bar,,https://www.yellowpages.ca/bus/r/Ontario/Toronto/Hendriks-Restaurant-Bar/101562984.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,0.4,6,2025-07-07T21:13:44.140371,218 Yonge St,Toronto,ON,M5B 2H6
Hibachi Teppanyaki & Bar - Downtown,https://order.tbdine.com/hibachi-toronto,416-367-3888,https://www.yellowpages.ca/bus/r/Ontario/Toronto/Hibachi-Teppanyaki-Bar-Downtown/101225693.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,1.9,6,2025-07-07T21:13:44.140371,550 Wellington St W,Toronto,ON,M5V 2V4
Krystos Modern Greek Rest,,416-901-8283,https://www.yellowpages.ca/bus/r/Ontario/North-York/Krystos-Modern-Greek-Rest/100409422.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,9.8,6,2025-07-07T21:13:44.140371,22-3200 Dufferin St,North York,ON,M6A 3B2
Bella Vista Trattoria & Wine Bar,,416-532-2518,https://www.yellowpages.ca/bus/r/Ontario/Toronto/Bella-Vista-Trattoria-Wine-Bar/100550687.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,3.0,6,2025-07-07T21:13:44.140371,660 College St,Toronto,ON,M6G 1B8
East Of Brunswick Pub and Kitchen,,416-901-3332,https://www.yellowpages.ca/bus/r/Ontario/Toronto/East-Of-Brunswick-Pub-and-Kitchen/101529216.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,2.6,6,2025-07-07T21:13:44.140371,720 Spadina Ave,Toronto,ON,M5S 2T9
Fusilli Restaurant,https://order.tbdine.com/fusillirestaurant,416-214-5148,https://www.yellowpages.ca/bus/r/Ontario/Toronto/Fusilli-Restaurant/659743.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,2.0,6,2025-07-07T21:13:44.140371,531 Queen St E,Toronto,ON,M5A 1V1
Isaan Der Queen Thai Food Company,,416-465-0100,https://www.yellowpages.ca/bus/Ontario/Toronto/Isaan-Der-Queen-Thai-Food-Company/6541039.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,2.7,6,2025-07-07T21:13:44.140371,"730 Queen St E, Main",Toronto,ON,M4M 1H2
Bukhara Grill,https://order.tbdine.com/bukhara-grill/bukhara-grill,416-551-5199,https://www.yellowpages.ca/bus/r/Ontario/Toronto/Bukhara-Grill/100320996.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,7.8,6,2025-07-07T21:13:44.140371,2241A Bloor St W,Toronto,ON,M6S 1N7
Blu Ristorante,,416-921-1471,https://www.yellowpages.ca/bus/Ontario/Toronto/Blu-Ristorante/4401641.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,2.9,6,2025-07-07T21:13:44.140371,90 Avenue Road,Toronto,ON,M5R 2H2
Karine's,,416-591-0863,https://www.yellowpages.ca/bus/Ontario/Toronto/Karine-s/4321114.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,1.0,7,2025-07-07T21:13:59.959303,32-109 McCaul St,Toronto,ON,M5T 3K5
Definitely Yours,,416-658-7672,https://www.yellowpages.ca/bus/Ontario/Toronto/Definitely-Yours/2590274.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,5.9,7,2025-07-07T21:13:59.959303,1155 Saint Clair Avenue West,Toronto,ON,M6E 1B2
Paddington's Pump,,416-368-6955,https://www.yellowpages.ca/bus/Ontario/Toronto/Paddington-s-Pump/1186452.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,0.6,7,2025-07-07T21:13:59.961306,95 Front Street East,Toronto,ON,M5E 1C2
Os Amigos Restaurant,,416-658-0864,https://www.yellowpages.ca/bus/Ontario/York/Os-Amigos-Restaurant/6416553.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,7.6,7,2025-07-07T21:13:59.961306,335 Silverthorn Ave,York,ON,M6N 3K5
Marcello's Market & Deli,,416-214-2917,https://www.yellowpages.ca/bus/Ontario/Toronto/Marcello-s-Market-Deli/6316045.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,0.1,7,2025-07-07T21:13:59.961306,40 King St W,Toronto,ON,M5H 1H1
Beirut Bodega,,416-893-3313,https://www.yellowpages.ca/bus/Ontario/Toronto/Beirut-Bodega/104796586.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,0.0,7,2025-07-07T21:13:59.961306,212 King ST W,Toronto,ON,M5H 1K5
Enoteca Sociale,,416-534-1200,https://www.yellowpages.ca/bus/Ontario/Toronto/Enoteca-Sociale/6634015.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,3.7,7,2025-07-07T21:13:59.961306,1288 Dundas St W,Toronto,ON,M6J 1X7
Love Chix,,647-557-5993,https://www.yellowpages.ca/bus/Ontario/Toronto/Love-Chix/101938976.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,0.3,7,2025-07-07T21:13:59.963310,111 Richmond St W,Toronto,ON,M5H 2G4
